denominator,participant_id,arrangement,iconicity,probability,decision,decisionTime
100,132,Random,house,40,stay,2431
10,132,Random,house,10,stay,2782
10,132,Random,house,90,evacuate,1773
100,132,Random,house,100,evacuate,1840
10,132,Random,house,20,stay,2591
10,132,Random,house,30,stay,1894
10,132,Random,house,70,evacuate,1725
100,132,Random,house,50,evacuate,2256
100,133,NA,naturalFrequency,10,stay,31467
10,133,NA,naturalFrequency,10,evacuate,5943
100,133,NA,naturalFrequency,60,evacuate,5389
100,133,NA,naturalFrequency,100,evacuate,5215
100,133,NA,naturalFrequency,90,evacuate,2261
100,133,NA,naturalFrequency,20,stay,10366
100,133,NA,naturalFrequency,70,evacuate,2507
100,133,NA,naturalFrequency,50,evacuate,2159
10,133,NA,naturalFrequency,80,evacuate,2008
10,133,NA,naturalFrequency,70,evacuate,2636
10,133,NA,naturalFrequency,90,evacuate,2465
10,133,NA,naturalFrequency,20,stay,1571
10,133,NA,naturalFrequency,30,evacuate,5850
100,133,NA,naturalFrequency,30,stay,2757
100,133,NA,naturalFrequency,40,evacuate,3822
100,133,NA,naturalFrequency,80,evacuate,1889
10,133,NA,naturalFrequency,50,evacuate,3304
10,133,NA,naturalFrequency,60,evacuate,2865
10,133,NA,naturalFrequency,40,stay,5692
10,133,Ordered,square,100,stay,9845
100,133,Ordered,square,20,evacuate,3802
100,133,Ordered,square,40,evacuate,2838
10,133,Ordered,square,70,evacuate,3148
10,133,Ordered,square,80,evacuate,1427
100,133,Ordered,square,50,stay,1931
10,133,Ordered,square,50,evacuate,6952
100,133,Ordered,square,10,stay,2918
10,133,Ordered,square,20,stay,3597
100,133,Ordered,square,30,evacuate,5465
10,133,Ordered,square,30,stay,13479
100,133,Ordered,square,70,evacuate,1543
100,133,Ordered,square,60,evacuate,1625
10,133,Ordered,square,10,stay,1550
10,133,Ordered,square,90,evacuate,1417
100,133,Ordered,square,90,evacuate,1589
10,133,Ordered,square,60,evacuate,1588
10,133,Ordered,square,40,stay,1386
100,133,Ordered,square,80,evacuate,1373
100,133,Ordered,house,80,evacuate,6658
10,133,Ordered,house,80,evacuate,1837
10,133,Ordered,house,10,stay,1549
10,133,Ordered,house,30,stay,1694
100,133,Ordered,house,90,evacuate,1607
100,133,Ordered,house,60,evacuate,1465
10,133,Ordered,house,20,stay,1470
100,133,Ordered,house,30,stay,1584
10,133,Ordered,house,100,evacuate,1393
100,133,Ordered,house,70,evacuate,1856
10,133,Ordered,house,90,evacuate,1874
10,133,Ordered,house,70,evacuate,2060
100,133,Ordered,house,10,stay,1584
100,133,Ordered,house,40,stay,1850
100,133,Ordered,house,20,stay,1406
10,133,Ordered,house,60,evacuate,1659
100,133,Ordered,house,50,evacuate,1744
10,133,Ordered,house,40,evacuate,2649
10,133,Ordered,house,50,evacuate,1751
100,133,Random,square,80,evacuate,3528
100,133,Random,square,30,stay,5113
100,133,Random,square,0,evacuate,2319
100,133,Random,square,70,evacuate,1990
100,133,Random,square,90,evacuate,1878
10,133,Random,square,70,evacuate,1810
10,133,Random,square,90,evacuate,6550
10,133,Random,square,20,stay,2285
10,133,Random,square,60,evacuate,1442
100,133,Random,square,20,stay,2002
100,133,Random,square,50,stay,1479
100,133,Random,square,60,evacuate,1650
100,133,Random,square,40,evacuate,1613
100,133,Random,square,10,stay,2364
10,133,Random,square,80,evacuate,2015
10,133,Random,square,40,stay,1811
10,133,Random,square,30,stay,3077
10,133,Random,square,10,stay,1564
10,133,Random,square,50,evacuate,1587
100,133,Random,house,30,stay,5903
10,133,Random,house,90,evacuate,1954
10,133,Random,house,50,stay,1431
100,133,Random,house,90,evacuate,1783
10,133,Random,house,30,stay,2556
10,133,Random,house,80,evacuate,1302
100,133,Random,house,70,evacuate,1696
100,133,Random,house,40,stay,1726
100,133,Random,house,20,stay,1322
100,133,Random,house,60,evacuate,1665
10,133,Random,house,0,stay,5022
10,133,Random,house,70,evacuate,3143
100,133,Random,house,10,stay,2090
100,133,Random,house,80,evacuate,1649
10,133,Random,house,20,stay,1691
10,133,Random,house,60,evacuate,1855
10,133,Random,house,40,stay,1602
100,133,Random,house,50,stay,3324
10,133,Random,house,10,stay,2014
100,134,NA,naturalFrequency,80,evacuate,11283
100,134,NA,naturalFrequency,90,evacuate,3525
10,134,NA,naturalFrequency,50,evacuate,3871
100,134,NA,naturalFrequency,30,stay,2702
100,134,NA,naturalFrequency,70,evacuate,1736
10,134,NA,naturalFrequency,60,evacuate,3695
100,134,NA,naturalFrequency,60,evacuate,1727
10,134,NA,naturalFrequency,10,stay,1674
100,134,NA,naturalFrequency,20,stay,1923
10,134,NA,naturalFrequency,20,stay,1657
100,134,NA,naturalFrequency,10,stay,2163
10,134,NA,naturalFrequency,40,evacuate,2774
100,134,NA,naturalFrequency,50,evacuate,1649
10,134,NA,naturalFrequency,80,evacuate,1533
10,134,NA,naturalFrequency,90,evacuate,1825
10,134,NA,naturalFrequency,70,evacuate,1383
10,134,NA,naturalFrequency,30,stay,2083
100,134,NA,naturalFrequency,100,evacuate,1648
100,134,NA,naturalFrequency,40,evacuate,4326
10,134,Ordered,square,70,evacuate,8639
100,134,Ordered,square,10,stay,1728
10,134,Ordered,square,10,stay,1801
100,134,Ordered,square,30,stay,3671
100,134,Ordered,square,50,evacuate,1339
10,134,Ordered,square,60,evacuate,2659
10,134,Ordered,square,40,evacuate,2918
10,134,Ordered,square,50,evacuate,2057
100,134,Ordered,square,20,stay,1800
10,134,Ordered,square,30,stay,2650
100,134,Ordered,square,60,evacuate,1543
100,134,Ordered,square,70,evacuate,1436
10,134,Ordered,square,80,evacuate,2483
10,134,Ordered,square,20,stay,1855
100,134,Ordered,square,90,evacuate,1569
10,134,Ordered,square,90,evacuate,1677
100,134,Ordered,square,40,evacuate,3556
100,134,Ordered,square,80,evacuate,1276
100,134,Ordered,square,100,evacuate,1161
10,134,Ordered,house,90,evacuate,4291
10,134,Ordered,house,80,evacuate,1329
10,134,Ordered,house,30,stay,1382
10,134,Ordered,house,20,stay,1505
100,134,Ordered,house,10,stay,1643
100,134,Ordered,house,20,stay,1566
10,134,Ordered,house,70,evacuate,1595
10,134,Ordered,house,10,stay,2020
10,134,Ordered,house,60,evacuate,1860
100,134,Ordered,house,70,evacuate,1589
100,134,Ordered,house,40,evacuate,2034
100,134,Ordered,house,90,evacuate,1708
100,134,Ordered,house,50,evacuate,4890
100,134,Ordered,house,80,evacuate,1411
10,134,Ordered,house,40,evacuate,2233
100,134,Ordered,house,30,stay,1768
10,134,Ordered,house,50,evacuate,1683
100,134,Ordered,house,60,evacuate,3371
100,134,Ordered,house,0,stay,1776
100,134,Random,square,90,evacuate,3776
100,134,Random,square,0,stay,1604
10,134,Random,square,10,stay,3796
10,134,Random,square,90,evacuate,1296
100,134,Random,square,30,evacuate,4025
10,134,Random,square,50,evacuate,3821
100,134,Random,square,50,evacuate,1710
10,134,Random,square,70,evacuate,1923
100,134,Random,square,10,stay,1684
100,134,Random,square,70,evacuate,1409
100,134,Random,square,20,stay,3874
10,134,Random,square,80,evacuate,1526
10,134,Random,square,60,evacuate,3095
10,134,Random,square,40,evacuate,2562
100,134,Random,square,40,evacuate,2145
100,134,Random,square,80,evacuate,940
10,134,Random,square,20,stay,1534
100,134,Random,square,60,evacuate,1746
10,134,Random,square,30,stay,3751
100,134,Random,house,70,evacuate,2675
10,134,Random,house,70,evacuate,3014
100,134,Random,house,20,stay,1996
10,134,Random,house,30,stay,1682
10,134,Random,house,90,evacuate,1489
100,134,Random,house,80,evacuate,1567
10,134,Random,house,80,evacuate,2331
100,134,Random,house,30,stay,3326
10,134,Random,house,40,evacuate,2702
100,134,Random,house,50,evacuate,3854
100,134,Random,house,60,evacuate,1031
100,134,Random,house,10,stay,1123
100,134,Random,house,90,evacuate,1238
10,134,Random,house,10,stay,2508
10,134,Random,house,60,evacuate,3660
100,134,Random,house,40,stay,3525
10,134,Random,house,100,evacuate,1639
10,134,Random,house,50,evacuate,2331
10,134,Random,house,20,stay,1177
100,135,NA,naturalFrequency,10,stay,5666
10,135,NA,naturalFrequency,60,evacuate,1634
100,135,NA,naturalFrequency,60,evacuate,1420
100,135,NA,naturalFrequency,40,evacuate,1736
10,135,NA,naturalFrequency,80,evacuate,1257
100,135,NA,naturalFrequency,20,evacuate,2621
100,135,NA,naturalFrequency,30,evacuate,1032
10,135,NA,naturalFrequency,40,evacuate,939
100,135,NA,naturalFrequency,90,evacuate,765
100,135,NA,naturalFrequency,50,evacuate,1018
10,135,NA,naturalFrequency,10,stay,1057
10,135,NA,naturalFrequency,30,evacuate,1364
100,135,NA,naturalFrequency,70,evacuate,949
10,135,NA,naturalFrequency,90,evacuate,873
10,135,NA,naturalFrequency,0,stay,986
100,135,NA,naturalFrequency,80,evacuate,809
10,135,NA,naturalFrequency,70,evacuate,965
10,135,NA,naturalFrequency,20,stay,888
10,135,NA,naturalFrequency,50,evacuate,1578
100,135,Ordered,square,60,evacuate,4292
10,135,Ordered,square,60,evacuate,1422
10,135,Ordered,square,0,stay,964
100,135,Ordered,square,80,evacuate,1002
10,135,Ordered,square,50,evacuate,1274
10,135,Ordered,square,30,evacuate,1767
100,135,Ordered,square,90,evacuate,876
10,135,Ordered,square,20,stay,1100
100,135,Ordered,square,20,stay,3709
10,135,Ordered,square,40,evacuate,1204
100,135,Ordered,square,10,stay,917
10,135,Ordered,square,90,evacuate,938
100,135,Ordered,square,50,evacuate,992
10,135,Ordered,square,10,stay,880
10,135,Ordered,square,80,evacuate,738
10,135,Ordered,square,70,evacuate,820
100,135,Ordered,square,40,evacuate,2543
100,135,Ordered,square,30,stay,2676
100,135,Ordered,square,70,evacuate,695
100,135,Ordered,house,50,evacuate,2228
10,135,Ordered,house,90,evacuate,1034
100,135,Ordered,house,30,evacuate,2634
10,135,Ordered,house,30,evacuate,1334
10,135,Ordered,house,80,evacuate,718
10,135,Ordered,house,40,evacuate,1194
10,135,Ordered,house,70,evacuate,903
100,135,Ordered,house,80,evacuate,993
10,135,Ordered,house,10,stay,993
100,135,Ordered,house,20,stay,1223
100,135,Ordered,house,10,stay,860
100,135,Ordered,house,40,evacuate,929
100,135,Ordered,house,90,evacuate,682
10,135,Ordered,house,60,evacuate,1040
10,135,Ordered,house,50,evacuate,1129
100,135,Ordered,house,70,evacuate,953
100,135,Ordered,house,60,evacuate,822
100,135,Ordered,house,100,evacuate,914
10,135,Ordered,house,20,stay,1333
10,135,Random,square,30,evacuate,3733
100,135,Random,square,40,evacuate,2990
10,135,Random,square,70,evacuate,924
10,135,Random,square,50,evacuate,891
10,135,Random,square,40,evacuate,1058
100,135,Random,square,80,evacuate,1000
10,135,Random,square,100,evacuate,671
100,135,Random,square,60,evacuate,814
10,135,Random,square,10,stay,1064
10,135,Random,square,80,evacuate,746
100,135,Random,square,90,evacuate,962
100,135,Random,square,30,stay,2876
10,135,Random,square,20,stay,2474
100,135,Random,square,50,evacuate,936
100,135,Random,square,10,stay,956
10,135,Random,square,60,evacuate,842
100,135,Random,square,70,evacuate,917
10,135,Random,square,90,evacuate,816
100,135,Random,square,20,stay,1005
100,135,Random,house,80,evacuate,2674
10,135,Random,house,50,evacuate,1101
10,135,Random,house,90,evacuate,671
10,135,Random,house,60,evacuate,884
100,135,Random,house,20,stay,1089
10,135,Random,house,70,evacuate,745
10,135,Random,house,40,evacuate,1354
10,135,Random,house,30,evacuate,1213
100,135,Random,house,30,stay,1959
100,135,Random,house,40,evacuate,1853
100,135,Random,house,60,evacuate,633
100,135,Random,house,10,stay,961
10,135,Random,house,10,stay,1229
10,135,Random,house,80,evacuate,632
10,135,Random,house,0,stay,1110
100,135,Random,house,90,evacuate,857
100,135,Random,house,70,evacuate,885
100,135,Random,house,50,evacuate,1542
10,135,Random,house,20,evacuate,969
100,136,NA,naturalFrequency,20,stay,3385
100,136,NA,naturalFrequency,40,stay,11192
10,136,NA,naturalFrequency,0,evacuate,1674
100,136,NA,naturalFrequency,80,stay,1047
10,136,NA,naturalFrequency,40,stay,1875
10,136,NA,naturalFrequency,50,stay,3973
100,136,NA,naturalFrequency,70,stay,2192
10,136,NA,naturalFrequency,70,stay,2018
10,136,NA,naturalFrequency,30,stay,2484
10,136,NA,naturalFrequency,90,stay,715
10,136,NA,naturalFrequency,60,stay,810
100,136,NA,naturalFrequency,50,stay,1127
100,136,NA,naturalFrequency,10,evacuate,1331
10,136,NA,naturalFrequency,10,stay,865
100,136,NA,naturalFrequency,90,evacuate,1385
100,136,NA,naturalFrequency,60,stay,1372
10,136,NA,naturalFrequency,80,stay,1104
10,136,NA,naturalFrequency,20,stay,1441
100,136,NA,naturalFrequency,30,evacuate,4192
10,136,Ordered,square,90,stay,4323
100,136,Ordered,square,100,evacuate,1212
100,136,Ordered,square,70,stay,1220
100,136,Ordered,square,60,stay,1145
10,136,Ordered,square,80,stay,1954
100,136,Ordered,square,20,stay,2750
100,136,Ordered,square,10,stay,1712
100,136,Ordered,square,50,evacuate,1142
100,136,Ordered,square,30,stay,1431
10,136,Ordered,square,30,stay,1894
10,136,Ordered,square,20,evacuate,1515
10,136,Ordered,square,40,stay,1390
100,136,Ordered,square,40,stay,1034
100,136,Ordered,square,90,stay,752
10,136,Ordered,square,10,stay,1033
10,136,Ordered,square,70,stay,1033
100,136,Ordered,square,80,evacuate,1142
10,136,Ordered,square,60,stay,1279
10,136,Ordered,square,50,stay,1229
100,136,Ordered,house,90,evacuate,54935
100,136,Ordered,house,10,stay,5988
100,136,Ordered,house,20,stay,1656
100,136,Ordered,house,70,stay,2269
100,136,Ordered,house,40,stay,3049
100,136,Ordered,house,80,stay,1844
10,136,Ordered,house,0,evacuate,2068
100,136,Ordered,house,30,stay,1339
10,136,Ordered,house,20,stay,2551
10,136,Ordered,house,60,stay,1154
10,136,Ordered,house,40,stay,1041
100,136,Ordered,house,50,stay,838
10,136,Ordered,house,50,stay,1268
10,136,Ordered,house,80,evacuate,1364
10,136,Ordered,house,30,stay,972
10,136,Ordered,house,10,stay,1116
10,136,Ordered,house,70,evacuate,725
100,136,Ordered,house,60,stay,853
10,136,Ordered,house,90,stay,971
10,136,Random,square,70,stay,4107
100,136,Random,square,70,stay,1066
100,136,Random,square,10,stay,654
100,136,Random,square,30,evacuate,1905
100,136,Random,square,80,evacuate,1782
100,136,Random,square,20,stay,1358
10,136,Random,square,80,evacuate,1562
100,136,Random,square,90,evacuate,2100
100,136,Random,square,60,evacuate,1913
100,136,Random,square,40,stay,1303
10,136,Random,square,100,stay,8331
100,136,Random,square,50,stay,1368
10,136,Random,square,90,evacuate,1813
10,136,Random,square,20,stay,1206
10,136,Random,square,40,stay,1294
10,136,Random,square,30,stay,2968
10,136,Random,square,50,evacuate,1224
10,136,Random,square,10,stay,764
10,136,Random,square,60,stay,1218
10,136,Random,house,10,stay,1476
100,136,Random,house,60,stay,2663
100,136,Random,house,0,stay,3304
100,136,Random,house,70,stay,4367
10,136,Random,house,20,stay,1068
100,136,Random,house,20,stay,6645
10,136,Random,house,50,stay,974
100,136,Random,house,40,stay,1103
100,136,Random,house,50,evacuate,916
100,136,Random,house,80,stay,686
100,136,Random,house,90,stay,640
100,136,Random,house,10,stay,614
10,136,Random,house,70,evacuate,1295
10,136,Random,house,40,stay,893
10,136,Random,house,90,stay,833
10,136,Random,house,80,stay,589
100,136,Random,house,30,evacuate,870
10,136,Random,house,30,stay,908
10,136,Random,house,60,stay,896
10,137,NA,naturalFrequency,50,evacuate,13335
100,137,NA,naturalFrequency,40,evacuate,6525
100,137,NA,naturalFrequency,50,stay,3697
10,137,NA,naturalFrequency,10,evacuate,2298
10,137,NA,naturalFrequency,40,stay,2717
100,137,NA,naturalFrequency,60,stay,2963
10,137,NA,naturalFrequency,20,evacuate,1968
100,137,NA,naturalFrequency,100,evacuate,15754
10,137,NA,naturalFrequency,60,evacuate,11086
10,137,NA,naturalFrequency,80,evacuate,7036
100,137,NA,naturalFrequency,10,stay,16766
100,137,NA,naturalFrequency,80,evacuate,4875
10,137,NA,naturalFrequency,30,stay,11880
100,137,NA,naturalFrequency,90,evacuate,4122
100,137,NA,naturalFrequency,30,stay,7528
100,137,NA,naturalFrequency,70,evacuate,3648
10,137,NA,naturalFrequency,70,evacuate,4435
10,137,NA,naturalFrequency,90,evacuate,3841
100,137,NA,naturalFrequency,20,stay,3611
10,137,Ordered,square,40,stay,21552
100,137,Ordered,square,30,stay,27374
10,137,Ordered,square,50,stay,21923
10,137,Ordered,square,80,evacuate,3010
100,137,Ordered,square,70,evacuate,3242
10,137,Ordered,square,30,stay,9432
100,137,Ordered,square,90,evacuate,3229
10,137,Ordered,square,70,evacuate,11458
100,137,Ordered,square,100,evacuate,3575
10,137,Ordered,square,20,stay,2928
10,137,Ordered,square,10,stay,7623
10,137,Ordered,square,90,evacuate,3817
100,137,Ordered,square,10,stay,4006
100,137,Ordered,square,50,stay,12388
100,137,Ordered,square,60,evacuate,5648
100,137,Ordered,square,40,stay,3486
10,137,Ordered,square,60,evacuate,2669
100,137,Ordered,square,20,stay,3025
100,137,Ordered,square,80,evacuate,2800
10,137,Ordered,house,30,stay,12013
100,137,Ordered,house,40,stay,3901
100,137,Ordered,house,20,stay,2320
10,137,Ordered,house,70,evacuate,2445
10,137,Ordered,house,40,stay,3121
10,137,Ordered,house,20,stay,2179
100,137,Ordered,house,0,stay,2939
10,137,Ordered,house,80,evacuate,1836
100,137,Ordered,house,70,evacuate,2043
100,137,Ordered,house,50,stay,3246
10,137,Ordered,house,10,stay,3018
10,137,Ordered,house,90,evacuate,1894
10,137,Ordered,house,50,stay,4459
10,137,Ordered,house,60,evacuate,2843
100,137,Ordered,house,30,stay,2288
100,137,Ordered,house,90,evacuate,2286
100,137,Ordered,house,80,evacuate,1975
100,137,Ordered,house,10,stay,2023
100,137,Ordered,house,60,evacuate,3891
10,137,Random,square,50,stay,5299
10,137,Random,square,70,evacuate,2460
10,137,Random,square,10,stay,3414
100,137,Random,square,70,evacuate,2646
100,137,Random,square,10,stay,4113
10,137,Random,square,90,stay,2484
10,137,Random,square,80,evacuate,4560
10,137,Random,square,40,stay,2237
100,137,Random,square,30,stay,5017
100,137,Random,square,40,stay,2414
100,137,Random,square,90,evacuate,2675
10,137,Random,square,0,stay,2586
100,137,Random,square,60,evacuate,3111
100,137,Random,square,50,stay,27910
100,137,Random,square,20,stay,2701
10,137,Random,square,60,evacuate,5241
100,137,Random,square,80,evacuate,2789
10,137,Random,square,20,stay,2458
10,137,Random,square,30,stay,2417
10,137,Random,house,60,evacuate,5607
100,137,Random,house,90,evacuate,2756
10,137,Random,house,30,stay,2537
100,137,Random,house,20,stay,2512
100,137,Random,house,10,stay,2723
100,137,Random,house,50,stay,25444
10,137,Random,house,90,evacuate,2685
100,137,Random,house,80,evacuate,3306
10,137,Random,house,40,stay,2094
100,137,Random,house,60,evacuate,5250
10,137,Random,house,50,stay,6020
10,137,Random,house,20,stay,4255
10,137,Random,house,70,evacuate,5504
100,137,Random,house,40,stay,2573
10,137,Random,house,80,evacuate,2682
100,137,Random,house,100,evacuate,2451
100,137,Random,house,70,evacuate,1930
10,137,Random,house,10,stay,2629
100,137,Random,house,30,stay,3038
100,138,NA,naturalFrequency,10,stay,6784
100,138,NA,naturalFrequency,20,stay,1486
10,138,NA,naturalFrequency,30,stay,3621
100,138,NA,naturalFrequency,70,evacuate,1328
10,138,NA,naturalFrequency,10,stay,1724
10,138,NA,naturalFrequency,50,evacuate,1039
10,138,NA,naturalFrequency,40,evacuate,2434
100,138,NA,naturalFrequency,50,evacuate,2328
